id,course,name,intro,introformat,externalurl,display,displayoptions,parameters,timemodified
1,22,Virtual Museum of Psychology | Come and Visit,"<p dir=""ltr"" style=""text-align: left;"">The&nbsp;<a href=""http://psychmuseum.uwgb.org/"" target=""_blank"">Virtual Psychology Museum</a>&nbsp;is a product of the University of Wisconsin-Green Bay that combines original content with various psychology-related resources from across the Internet. It is a virtual space where anyone who wants to learn more about psychology can read articles, watch videos and even play games.&nbsp;&nbsp;</p><p dir=""ltr"" style=""text-align: left;"">The Virtual Psychology Museum was created to offer a reliable source of information for anyone who wants to learn more about the fascinating field of psychology. Psychology is one of those areas where there is considerable information available to the public, but much of it hasn’t been vetted by actual experts in the field. This project provided an opportunity to curate those resources to provide reliable information to students, teachers and others.&nbsp;</p>",1,http://psychmuseum.uwgb.org/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1597438583
2,22,The TypeFinder® Personality Test (Know yourself),"<p dir=""ltr"" style=""text-align: left;""><p>This free personality test reveals who you&nbsp;<em>really</em>&nbsp;are. Discover the 16 personalities created by Myers &amp; Briggs, test your personality type, and find your strengths.</p><p>To take the personality test, mark your answers based on how well each statement describes you.</p><br></p>",1,https://www.truity.com/test/type-finder-personality-test-new,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1597438657
3,22,Psychology Lessons | TED-Ed,Watch Psychology lessons.&nbsp;,1,https://ed.ted.com/lessons?category=psychology,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1597438998
4,39,Brief History of the Library,,1,https://www.flipbookpdf.net/web/site/f0b7ea2e160355e1f4ed3905c71623f5a0c19507202101.pdf.html,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1658385760
5,39,"Library Handbook: A Guide to its Resources, Facilities, and Services",,1,https://flipbookpdf.net/web/site/70a12568b309a1a994b9f4dd7c18ac73d415674e202101.pdf.html,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1658387121
6,39,Orientation Program 2020,"<p dir=""ltr"" style=""text-align: left;""><p><span lang=""en-PH"">The library organizes library orientation for freshmen students during the opening of the first semester. These sessions are coordinated with the English faculty to provide basic information about the library services, resources, personnel, as well as basic information searching skills.</span><span lang=""en-PH""></span></p><p><span lang=""en-PH"">&nbsp;</span></p><br><br></p>",1,https://drive.google.com/file/d/1-f8stFKghMuWl6U0XSz-UNvBjr64GAXc/view,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1658387755
7,39,EBSCOhost,"<p dir=""ltr"" style=""text-align: left;""></p><p dir=""ltr""><span><strong><span>EBSCO eBooks are online versions of print books that the library purchased via an annual subscription. EBSCO eBooks are available from all major academic publishers in virtually all academic disciplines</span></strong><span>.</span></span><br></p><p dir=""ltr""><br></p>URL:&nbsp;<a href=""https://search.ebscohost.com/"" target=""_blank"">https://search.ebscohost.com/</a><br><br><p dir=""ltr""><strong><br></strong></p><br><p></p>",1,http://search.ebscohost.com/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1662101282
8,41,Please CLICK this TRINITIAN HELP HUB LINK,,1,http://www.tua.edu.ph/helphub/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1629690117
154,47,Term of Reference for TUA-IERC,,1,https://drive.google.com/file/d/1CAMvecsr3PBiMu5ZqtnCn7w7gx3Ub7v-/view?usp=sharing,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1657594307
155,47,Ethics Review on Student Research,,1,https://docs.google.com/document/d/1RBDehq15w48uTdK-3Bc83dGm_Y7-0yooHrX6X0OEsfM/edit,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1657594210
156,47,Ethics Review on Faculty Research,,1,https://docs.google.com/document/d/17iqUe5PoX4nRwKDCEGknRuqcBIqbigx5WQ_TuTLh3Ns/edit,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1657860489
157,49,"VOLUNTEER SHEET (FOR FACULTY, STAFF, AND ADMINISTRATION ONLY)",,1,https://forms.gle/6hqTDvHGGH8PGx987,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596869488
158,49,TRINITIAN SHARES VOLUNTEER SHEET (FOR STUDENTS ONLY),,1,https://forms.gle/HSfQVmTWnTEehTbW6,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596869342
159,51,Brief History of the Library,,1,https://www.flipbookpdf.net/web/site/f0b7ea2e160355e1f4ed3905c71623f5a0c19507202101.pdf.html,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1609728417
160,51,"Library Handbook: A Guide to its Resources, Facilities, and Services",,1,https://flipbookpdf.net/web/site/70a12568b309a1a994b9f4dd7c18ac73d415674e202101.pdf.html,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1609728541
161,51,Orientation Program 2020,"<p></p><p><span lang=""en-PH"">The library organizes library orientation for freshmen students during the opening of the first semester. These sessions are coordinated with the English faculty to provide basic information about the library services, resources, personnel, as well as basic information searching skills. </span><span lang=""en-PH""></span></p>

<p><span lang=""en-PH"">&nbsp;</span></p><br><p></p>",1,https://drive.google.com/file/d/1-f8stFKghMuWl6U0XSz-UNvBjr64GAXc/view,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1609729306
162,51,EBSCOhost,"<p dir=""ltr"" style=""text-align: left;""><span class="""" style=""color: rgb(255, 102, 51);""><strong><span class="""" style=""color: rgb(184, 138, 0);"">EBSCO eBooks are online versions of print books that the library purchased via an annual subscription. EBSCO eBooks are available from all major academic publishers in virtually all academic disciplines</span></strong><span class="""" style=""color: rgb(184, 138, 0);"">.</span></span><br></p><p dir=""ltr"" style=""text-align: left;""><br></p>URL:&nbsp;<a href=""https://search.ebscohost.com/"" target=""_blank"">https://search.ebscohost.com/</a><br><br>Kindly message us for the login credentials. Thank you.<br><br><p dir=""ltr"" style=""text-align: left;""><br></p>",1,http://search.ebscohost.com/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1662096785
163,51,HERDIN Plus: Requesting for full-text research articles,"<p dir=""ltr"" style=""text-align: left;"">&nbsp;<video controls=""true""><source src=""https://www.youtube.com/watch?v=Zl8xJgbLB50"">https://www.youtube.com/watch?v=Zl8xJgbLB50</video>&nbsp;</p><p dir=""ltr"" style=""text-align: left;"">HERDIN Plus provides free access to FULL TEXT RESEARCH of published local health journals through the Online Document Delivery Service. Learn how by watching this video!</p><p dir=""ltr"" style=""text-align: left;"">Source: DOST PCHRD YouTube Channel</p><p dir=""ltr"" style=""text-align: left;""><br></p>",1,https://www.youtube.com/watch?v=Zl8xJgbLB50,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1627976374
164,51,"TUA Library's Online Public Access Catalog","<p dir=""ltr"" style=""text-align: left;""><span data-offset-key=""8q2qg-0-0""><span data-text=""true"">The Trinity University of Asia Library's catalog is available on line! Simply click on the link and search for the title, author, or subject that interests you and available in the library.&nbsp;</span></span><span data-offset-key=""8q2qg-2-0""><span data-text=""true"">Collection tags within TUA Library’s catalog can also help you to find items by subject more easily. No need to sign in. For more information, you can email us at library@tua.edu.ph.</span></span><br></p>",1,https://www.librarything.com/catalog/TUA_Library,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1628582037
165,51,"Baltazar, Francisco (2005). Florante at Laura. ","<p dir=""ltr"" style=""text-align: left;""><h5>Produced by Tamiko I. Camacho, Jerome Espinosa Baladad and PG&nbsp;Distributed Proofreaders. Special thanks to Matet Villanueva, Pilar&nbsp;Somoza and Ateneo Rizal Library-Filipiniana Section.</h5><br></p>",1,http://www.gutenberg.org/files/15845/15845-h/15845-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1618898047
166,51,Ibong Adarna Corrido at Buhay na Pinagdaanan nang tatlong Principeng Magcacapatid na Anac nang Haring Fernando at nang Reina Valeriana sa Cahariang Berbania,"<p dir=""ltr"" style=""text-align: left;""><h5>Produced by Tamiko I. Camacho, Jerome Espinosa Baladad,Pilar Somoza and PG Distributed Proofreaders from page&nbsp;scans provided by University of Michigan. Dedicated to the three Filipino comedians Dolphy, Panchito and Babalu who<br>made this folklore memorable in a 1970s film adaptation.</h5><br></p>",1,http://www.gutenberg.org/files/16157/16157-h/16157-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1618897635
167,51,An Eagle Flight : A Filipino Novel Adapted from Noli Me Tangere,,1,http://www.gutenberg.org/files/27594/27594-h/27594-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595855207
168,51,"Ang ""Filibusterismo"" (Karugtong ng Noli Me Tangere). Unang Pagkakalimbag",,1,http://www.gutenberg.org/files/47629/47629-h/47629-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595855261
169,51,Friars and Filipinos,,1,http://www.gutenberg.org/files/30278/30278-h/30278-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595855307
170,51,"Ang Liham ni Dr. Jose Rizal sa mga Kadalagahan sa Malolos, Bulakan",,1,http://www.gutenberg.org/files/17116/17116-h/17116-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595855359
171,51,Mi Ultimo Adios,,1,http://www.gutenberg.org/files/18600/18600-h/18600-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595855399
172,51,Noli Me Tangere (Tagalog),,1,http://www.gutenberg.org/files/20228/20228-h/20228-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595855442
173,51,The Philippines A Century Hence,,1,http://www.gutenberg.org/files/35899/35899-h/35899-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595855481
174,51,The Reign of Greed - A Complete English Version of El Filibusterismo ,,1,http://www.gutenberg.org/files/10676/10676-h/10676-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595855521
175,51,"Rizal's own story of his life",,1,http://www.gutenberg.org/files/48438/48438-h/48438-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595855563
176,51,Si Rizal at ang mga Diwata: Zarzuelang Tagalog na may Dalawang Yugto,,1,http://www.gutenberg.org/files/18887/18887-h/18887-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595855613
177,51,The Social Cancer: Complete English Version of Noli Me Tangere,,1,http://www.gutenberg.org/files/6737/6737-h/6737-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595855873
178,51,Authentic Assessment Toolbox,"<p dir=""ltr"">A one-stop center, including explanations, analysis, and examples, for all items relevant to authentic assessment. Audience: Faculty in all disciplines.</p><p dir=""ltr""><br></p>",1,http://jfmueller.faculty.noctrl.edu/toolbox/whatisit.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1610591765
179,51,GRASPS Assessment Design and Student Metacognition,"<p dir=""ltr"" style=""text-align: left;"">GRASPS is a model advocated for by Grant Wiggins and Jay McTighe to guide teachers in designing authentic performance-based assessment. It's a form of assessment that engages learners to employ their thinking skills and demonstrate application of essential knowledge, conceptual understanding, and skills acquired throughout a unit of learning.&nbsp;<br></p>",1,https://tinyurl.com/ForGRASPS,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1610591733
180,51,Rubrics,"<p dir=""ltr"" style=""text-align: left;"">For any teacher, rubrics are an important tool, but they play an even more convincing role in online courses. Instructors not only make it easier and faster to rate assignments by developing rubrics that define various levels of student success, but also better convey expectations, promote self-assessment, and foster participation.<br></p>",1,https://ctl.wiley.com/the-benefits-of-rubrics/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1610592018
181,51,Anting-Anting Stories and Other Strange Tales of the Filipinos,"<p dir=""ltr"" style=""text-align: left;"">Kayme, Sargent (1901). Anting-anting stories and other strange tales of the Filipinos. Boston: Small, Maynard &amp; Company.</p>",1,https://www.gutenberg.org/files/24690/24690-h/24690-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596970940
182,51,Filipino Popular Tales,"<p dir=""ltr"" style=""text-align: left;""></p><h5>Fansler, Dean S. (1921). Filipino Popular Tales. Lancaster, PA., and New York:</h5><h5>American Folk-Lore Society.&nbsp;G. E. Stechert &amp; Co., New York, Agents.<br><br></h5><br><p></p>",1,https://www.gutenberg.org/files/8299/8299-h/8299-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596970296
183,51,Florante at Laura,,1,https://www.gutenberg.org/files/15845/15845-h/15845-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596970057
184,51,Ibong Adarna,,1,https://www.gutenberg.org/files/16157/16157-h/16157-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596968511
185,51,Philippine Folk Tales,"<p dir=""ltr"" style=""text-align: left;"">Cole, Mabel Cooke (1916). Philippine folk tales. Chicago: A.C. McClurg &amp; Co.</p>",1,https://www.gutenberg.org/files/12814/12814-h/12814-h.htm,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596970474
186,51,Black Theology Papers Project,"<p dir=""ltr"" style=""text-align: left;""></p><p><span>The&nbsp;Black Theology Papers Project&nbsp;features papers presented by the Black Theology Unit of the American Academy of Religion. The journal publishes an annual issue of the proceedings of the AAR Black Theology Unit annual meeting.</span></p><br><p></p>",1,https://btpp.columbia.edu/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1645868150
187,51,Christian Journal for Global Health,"<p dir=""ltr"" style=""text-align: left;"">A peer-reviewed, scholarly and multidisciplinary journal on global health policy and practice, promoting evidence-based and thoughtful analysis on effective and innovative approaches to global health from an integrated Christian perspective.<br></p>",1,https://journal.cjgh.org/index.php/cjgh,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1645867054
188,51,E-Journal of Religious and Theological Studies (ERATS),"<p dir=""ltr"" style=""text-align: left;"">The E-Journal of Religious and Theological Studies (ERATS)-ISSN 2458-7338 is an international open-access journal. ERATS publishes academic articles, conference papers, dissertation/thesis chapters and book reviews in the field of Religious and Theological Studies.<br></p>",1,https://noyam.org/journals/erats/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1645866107
189,51,HTS Theological Studies,"<p dir=""ltr"" style=""text-align: left;""><span><span style="""">HTS Theological Studies</span>&nbsp;is an acclaimed Open Access journal with broad coverage that promotes multi-, inter-, and transdisciplinary religious aspects of studies in the international theological arena.</span><br></p>",1,https://hts.org.za/index.php/hts,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1645866534
190,51,International Journal of Islamic Thought,"<p dir=""ltr"" style=""text-align: left;"">The&nbsp;<span>International Journal of Islamic Thought (IJIT)</span>&nbsp;is an internationally refereed online journal (e-ISSN 2289-6023) and printed journal (ISSN 2232-1314) jointly published by the Department of Theology and Philosophy, National University of Malaysia (Universiti Kebangsaan Malaysia) and the International Society of Muslim Philosophers and Theologians (ISOMPT).&nbsp;<br></p>",1,http://www.ukm.my/ijit/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1645864272
191,51,International Journal of Orthodox Theology ,"<p dir=""ltr"" style=""text-align: left;""><span>The&nbsp;International Journal of Orthodox Theology&nbsp;(IJOT) is a Scientific, Peer-Review, Open Access and&nbsp;bilingual journal (English and German), with the main aim to promote a high-level of Scientific Orthodox Theology in interdisciplinary and intercultural context.</span><br></p>",1,https://www.orthodox-theology.com/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1645866687
192,51,Journal of Religion & Society,"<p dir=""ltr"" style=""text-align: left;"">The&nbsp;<em>Journal of Religion &amp; Society</em>&nbsp;is a peer-reviewed, cross-disciplinary, electronic journal published by the&nbsp;<a href=""http://moses.creighton.edu/kripke"">Kripke Center</a>&nbsp;for the Study of Religion and Society at Creighton University.<br></p>",1,http://moses.creighton.edu/JRS/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1645865148
193,51,Journal of Southern Religion,"<p dir=""ltr"" style=""text-align: left;"">The Journal of Southern Religion is the first scholarly journal devoted to the study of religion in the American South.<br></p>",1,http://jsreligion.org/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1645865719
194,51,Missionalia: Southern African Journal of Missiology,"<p dir=""ltr"" style=""text-align: left;"">Missionalia&nbsp;is the journal of the Southern African Missiological Society (SAMS).<br></p>",1,https://missionalia.journals.ac.za/pub/index,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1645865475
195,51,Open Theology,"<p dir=""ltr"" style=""text-align: left;""><em>Open Theology</em>&nbsp;is an international Open Access, peer-reviewed academic journal that welcomes contributions written in English addressing religion in its various forms and aspects: historical, theological, sociological, psychological, and other.<br></p>",1,https://www.degruyter.com/journal/key/opth/html,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1645863982
196,51,"The Person and the Challenges. The Journal of Theology, Education, Canon Law and Social Studies Inspired by Pope John Paul II","<p dir=""ltr"" style=""text-align: left;"">The revised scientific journal established to disseminate international research in the field of theology, education, canon law and social studies inspired by the person and teaching of Pope John Paul II provides a forum for discussion connected with the above mentioned, or closely related, areas of studies. The journal has been published by the Tarnów Section of the Theology Faculty, of the Pontifical University of John Paul II in Cracow since 2011 – the year of the beatification of the Holy Father John Paul II.<br></p>",1,http://czasopisma.upjp2.edu.pl/thepersonandthechallenges/index,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1645867285
197,51,Religio Education,"<p dir=""ltr"" style=""text-align: left;"">Religio Education (ISSN e<a title=""online ISSN"" href=""https://issn.lipi.go.id/terbit/detail/20210421381397059"" target=""_blank"">.</a><a title=""online ISSN"" href=""https://issn.lipi.go.id/terbit/detail/20210421381397059"" target=""_blank"">2776-3285</a>&nbsp;p.<a title=""issn p"" href=""https://issn.lipi.go.id/terbit/detail/20210421431393646"" target=""_blank"">2776-3366</a>) is an International journal published by the Department of General Education,&nbsp;Faculty of Social Science Education,&nbsp;Universitas Pendidikan Indonesia, Bandung, West Java, Indonesia.&nbsp;This journal is the best research result that focuses on Islamic Studies, Social Culture, and General Education.&nbsp;<br></p>",1,https://ejournal.upi.edu/index.php/religio/index,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1645863826
198,51,Religions,"<p dir=""ltr"" style=""text-align: left;""><em>Religions</em>&nbsp;is an international, interdisciplinary,&nbsp;<a href=""https://www.mdpi.com/editorial_process"">peer-reviewed</a>, open access journal on religions and theology, published monthly online by MDPI. &nbsp;<br></p>",1,https://www.mdpi.com/journal/religions,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1645865015
199,51,Studies in Christian-Jewish Relations,"<p dir=""ltr"" style=""text-align: left;""><p><em>Studies in Christian-Jewish Relations</em>&nbsp;is the journal of the&nbsp;<a href=""https://www.ccjr.us/"">Council of Centers on Jewish-Christian Relations</a>&nbsp;and is published by the&nbsp;<a href=""http://www.bc.edu/cjl"">Center for Christian-Jewish Learning at Boston College</a>.&nbsp;<span style=""font-size: 0.9375rem;"">The Journal publishes peer-reviewed scholarship on the history, theology, and contemporary realities of Jewish-Christian relations and reviews new materials in the field. The Journal also provides a vehicle for exchange of information, cooperation, and mutual enrichment in the field of Christian-Jewish studies and relations.</span></p><br></p>",1,https://ejournals.bc.edu/index.php/scjr/index,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1645864405
200,51,British Library (EThOS),,1,https://ethos.bl.uk/Home.do,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595852909
201,51,EBSCO Open Dissertations,<p>It is a free database with records for more than 1.2&nbsp;million&nbsp;electronic theses and dissertations from around the world.</p>,1,https://www.ebsco.com/products/research-databases/ebsco-open-dissertations,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595853113
202,51,Networked Digital Library of Theses and Dissertations,,1,http://www.ndltd.org/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595853049
203,51,PQDT Open,,1,https://pqdtopen.proquest.com/search.html,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595853158
204,51,Thesis Commons,,1,https://thesiscommons.org/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595853282
205,51,Abante,"<p dir=""ltr"" style=""text-align: left;""><img src=""@@PLUGINFILE@@/Abante.jpg"" alt="""" width=""101"" height=""38"" role=""presentation"" class=""img-responsive atto_image_button_text-top""><br></p>",1,https://www.abante.com.ph,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1627036055
206,51,Bicol Standard,,1,http://www.bicolstandard.com,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595865002
207,51,Bohol Chronicle,,1,https://www.boholchronicle.com.ph/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1627039021
208,51,BusinessMirror,,1,https://businessmirror.com.ph,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595864149
209,51,BusinessWorld,,1,https://www.bworldonline.com,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595864217
210,51,Chinese Commercial News,,1,http://www.shangbao.com.ph/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595864843
211,51,Daily Tribune,,1,https://tribune.net.ph,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595863957
212,51,Malaya Business Insight,,1,https://malaya.com.ph,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595863105
213,51,Manila Bulletin,,1,https://mb.com.ph,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595863267
214,51,Manila Shimbun,,1,http://www.manila-shimbun.com,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595863551
215,51,Manila Standard,,1,https://manilastandard.net,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595864068
216,51,The Manila Times,,1,https://www.manilatimes.net,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595865508
217,51,Mindanao Times,,1,https://mindanaotimes.com.ph,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595864553
218,51,Philippine Daily Inquirer,,1,https://www.inquirer.net,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595863623
219,51,Philippine Star,,1,https://www.philstar.com,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595863746
220,51,Pilipino Star Ngayon,,1,https://www.philstar.com/pilipino-star-ngayon,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595864483
221,51,SunStar,,1,https://www.sunstar.com.ph,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1595865264
222,51,"Men's Health",,1,https://www.menshealth.com/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596769858
223,51,National Geographic,,1,https://www.nationalgeographic.com/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596769603
224,51,Newsweek,,1,https://www.newsweek.com/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596769717
225,51,"Reader's Digest",,1,https://www.rd.com/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596769521
226,51,Real Living Home Magazine,,1,https://www.realliving.com.ph/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596770019
227,51,Time Magazine,,1,https://time.com/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596769673
228,51,"Women's Health",,1,https://www.womenshealthmag.com/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596769814
229,51,World Mission ,,1,https://worldmissionmagazine.com/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596770138
230,51,Yummy,,1,https://www.yummy.ph/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596769961
231,51,Abbreviations,,1,https://www.abbreviations.com/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596020160
232,51,Acronomys and Abbreviations From the Free Dictionary by Farlex,,1,https://acronyms.thefreedictionary.com/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596019827
233,51,Guiness World of Records,,1,https://www.guinnessworldrecords.com/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596018330
234,51,InfoPlease Almanac,"<p dir=""ltr"" style=""text-align: left;"">Comprehensive collection of statistics on arts, business, sports, and more.<br></p>",1,https://www.infoplease.com/almanacs,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596520440
235,51,Library of Congress: Country Studies,"<p dir=""ltr"" style=""text-align: left;"">Current geographic, social, economic, and political summaries by country.<br></p>",1,https://www.loc.gov/collections/country-studies/about-this-collection/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596520451
236,51,NationMaster,,1,https://www.nationmaster.com/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596018425
237,51,"Old Farmer's Almanac ",,1,https://www.almanac.com/,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",a:0:{},1596018474
