id,course,type,name,intro,introformat,duedate,cutoffdate,assessed,assesstimestart,assesstimefinish,scale,grade_forum,grade_forum_notify,maxbytes,maxattachments,forcesubscribe,trackingtype,rsstype,rssarticles,timemodified,warnafter,blockafter,blockperiod,completiondiscussions,completionreplies,completionposts,displaywordcount,lockdiscussionafter
1090,1075,news,Announcement! Below is our Google Meet Link:TCE111 1HM01 Thursday (3:00 - 6:00 PM),"<p></p><div align=""center""></div><p><span lang=""EN""><a href=""https://meet.google.com/hjq-jhxq-wor?authuser=0""><b>https://meet.google.com/hjq-jhxq-wor?authuser=0</b></a></span><b><span lang=""EN"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</span></b></p>",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1662278200,0,0,0,0,0,0,0,0
1091,1076,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198511,0,0,0,0,0,0,0,0
1094,1079,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198511,0,0,0,0,0,0,0,0
1095,1080,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198511,0,0,0,0,0,0,0,0
1096,1081,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198512,0,0,0,0,0,0,0,0
1098,1083,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198512,0,0,0,0,0,0,0,0
1099,1084,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198512,0,0,0,0,0,0,0,0
1100,1085,news,August 31 Announcement,"A pleasant day, everyone!<br>Welcome! To Trinity University of Asia your second home.<br>May God bless us all together, as&nbsp; we walk through our educational journey.<br><br>",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1661815699,0,0,0,0,0,0,0,0
1102,1087,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198513,0,0,0,0,0,0,0,0
1103,1088,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198513,0,0,0,0,0,0,0,0
1104,1089,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198514,0,0,0,0,0,0,0,0
1105,1090,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198514,0,0,0,0,0,0,0,0
1106,1091,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198514,0,0,0,0,0,0,0,0
1107,1092,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198514,0,0,0,0,0,0,0,0
1108,1093,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198514,0,0,0,0,0,0,0,0
1109,1094,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198514,0,0,0,0,0,0,0,0
1110,1095,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198515,0,0,0,0,0,0,0,0
1111,1096,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198515,0,0,0,0,0,0,0,0
1112,1097,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198515,0,0,0,0,0,0,0,0
1113,1098,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198515,0,0,0,0,0,0,0,0
1114,1099,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198515,0,0,0,0,0,0,0,0
1115,1100,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198516,0,0,0,0,0,0,0,0
1117,1102,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198516,0,0,0,0,0,0,0,0
1119,1104,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198516,0,0,0,0,0,0,0,0
1121,1106,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198517,0,0,0,0,0,0,0,0
1123,1108,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198517,0,0,0,0,0,0,0,0
1124,1109,news,ANNOUNCEMENTS,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1661348096,0,0,0,0,0,0,0,0
1125,1110,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198518,0,0,0,0,0,0,0,0
1126,1111,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198518,0,0,0,0,0,0,0,0
1127,1112,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198518,0,0,0,0,0,0,0,0
1128,1113,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198518,0,0,0,0,0,0,0,0
1129,1114,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198519,0,0,0,0,0,0,0,0
1130,1115,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198519,0,0,0,0,0,0,0,0
1132,1117,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198519,0,0,0,0,0,0,0,0
1134,1119,news,ANNOUNCEMENTS,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1661339388,0,0,0,0,0,0,0,0
1136,1121,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198520,0,0,0,0,0,0,0,0
1137,1122,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198520,0,0,0,0,0,0,0,0
1138,1123,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198520,0,0,0,0,0,0,0,0
1139,1124,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198521,0,0,0,0,0,0,0,0
1140,1125,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198521,0,0,0,0,0,0,0,0
1141,1126,news,ANNOUNCEMENTS,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1661857970,0,0,0,0,0,0,0,0
1142,1127,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198521,0,0,0,0,0,0,0,0
1143,1128,news,ANNOUNCEMENTS,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1661349820,0,0,0,0,0,0,0,0
1145,1130,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198522,0,0,0,0,0,0,0,0
1146,1131,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198522,0,0,0,0,0,0,0,0
1147,1132,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198523,0,0,0,0,0,0,0,0
1148,1133,news,ANNOUNCEMENTS,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1661353042,0,0,0,0,0,0,0,0
1149,1134,news,ANNOUNCEMENTS,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1661356012,0,0,0,0,0,0,0,0
1150,1135,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198523,0,0,0,0,0,0,0,0
1151,1136,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198524,0,0,0,0,0,0,0,0
1152,1137,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198524,0,0,0,0,0,0,0,0
1154,1139,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198524,0,0,0,0,0,0,0,0
1155,1140,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198525,0,0,0,0,0,0,0,0
1156,1141,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660198525,0,0,0,0,0,0,0,0
1157,1142,news,ANNOUNCEMENTS,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1661357671,0,0,0,0,0,0,0,0
1159,1144,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660480345,0,0,0,0,0,0,0,0
1161,1146,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608058,0,0,0,0,0,0,0,0
1162,1147,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608058,0,0,0,0,0,0,0,0
1163,1148,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608058,0,0,0,0,0,0,0,0
1164,1149,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608058,0,0,0,0,0,0,0,0
1165,1150,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608058,0,0,0,0,0,0,0,0
1166,1151,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608058,0,0,0,0,0,0,0,0
1167,1152,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608058,0,0,0,0,0,0,0,0
1168,1153,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608059,0,0,0,0,0,0,0,0
1169,1154,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608059,0,0,0,0,0,0,0,0
1170,1155,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608059,0,0,0,0,0,0,0,0
1171,1156,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608059,0,0,0,0,0,0,0,0
1172,1157,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608059,0,0,0,0,0,0,0,0
1173,1158,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608059,0,0,0,0,0,0,0,0
1174,1159,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608059,0,0,0,0,0,0,0,0
1175,1160,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608059,0,0,0,0,0,0,0,0
1176,1161,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608059,0,0,0,0,0,0,0,0
1177,1162,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608060,0,0,0,0,0,0,0,0
1178,1163,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608060,0,0,0,0,0,0,0,0
1179,1164,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608060,0,0,0,0,0,0,0,0
1180,1165,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608060,0,0,0,0,0,0,0,0
1181,1166,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608060,0,0,0,0,0,0,0,0
1182,1167,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608060,0,0,0,0,0,0,0,0
1183,1168,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608060,0,0,0,0,0,0,0,0
1184,1169,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608061,0,0,0,0,0,0,0,0
1185,1170,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608061,0,0,0,0,0,0,0,0
1188,1173,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608062,0,0,0,0,0,0,0,0
1189,1174,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608062,0,0,0,0,0,0,0,0
1190,1175,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608062,0,0,0,0,0,0,0,0
1191,1176,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608062,0,0,0,0,0,0,0,0
1192,1177,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608063,0,0,0,0,0,0,0,0
1193,1178,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608063,0,0,0,0,0,0,0,0
1194,1179,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608063,0,0,0,0,0,0,0,0
1195,1180,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608063,0,0,0,0,0,0,0,0
1196,1181,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608063,0,0,0,0,0,0,0,0
1197,1182,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608063,0,0,0,0,0,0,0,0
1198,1183,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608064,0,0,0,0,0,0,0,0
1199,1184,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608064,0,0,0,0,0,0,0,0
1200,1185,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608064,0,0,0,0,0,0,0,0
1201,1186,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608064,0,0,0,0,0,0,0,0
1202,1187,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1662717016,0,0,0,0,0,0,0,0
1203,1188,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608064,0,0,0,0,0,0,0,0
1204,1189,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608064,0,0,0,0,0,0,0,0
1205,1190,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608064,0,0,0,0,0,0,0,0
1206,1191,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608065,0,0,0,0,0,0,0,0
1207,1192,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608065,0,0,0,0,0,0,0,0
1208,1193,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608065,0,0,0,0,0,0,0,0
1209,1194,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608065,0,0,0,0,0,0,0,0
1210,1195,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608065,0,0,0,0,0,0,0,0
1211,1196,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608065,0,0,0,0,0,0,0,0
1212,1197,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608065,0,0,0,0,0,0,0,0
1213,1198,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608065,0,0,0,0,0,0,0,0
1214,1199,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608066,0,0,0,0,0,0,0,0
1215,1200,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608066,0,0,0,0,0,0,0,0
1216,1201,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608066,0,0,0,0,0,0,0,0
1217,1202,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608066,0,0,0,0,0,0,0,0
1218,1203,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608066,0,0,0,0,0,0,0,0
1219,1204,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608066,0,0,0,0,0,0,0,0
1220,1205,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608066,0,0,0,0,0,0,0,0
1221,1206,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608067,0,0,0,0,0,0,0,0
1222,1207,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608067,0,0,0,0,0,0,0,0
1224,1209,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608067,0,0,0,0,0,0,0,0
1225,1210,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608067,0,0,0,0,0,0,0,0
1226,1211,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608067,0,0,0,0,0,0,0,0
1227,1212,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608067,0,0,0,0,0,0,0,0
1228,1213,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608068,0,0,0,0,0,0,0,0
1229,1214,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608068,0,0,0,0,0,0,0,0
1230,1215,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608068,0,0,0,0,0,0,0,0
1231,1216,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608068,0,0,0,0,0,0,0,0
1232,1217,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608068,0,0,0,0,0,0,0,0
1233,1218,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608068,0,0,0,0,0,0,0,0
1234,1219,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608068,0,0,0,0,0,0,0,0
1235,1220,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608068,0,0,0,0,0,0,0,0
1236,1221,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608069,0,0,0,0,0,0,0,0
1237,1222,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608069,0,0,0,0,0,0,0,0
1238,1223,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608069,0,0,0,0,0,0,0,0
1239,1224,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608069,0,0,0,0,0,0,0,0
1240,1225,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608069,0,0,0,0,0,0,0,0
1241,1226,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608069,0,0,0,0,0,0,0,0
1242,1227,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608069,0,0,0,0,0,0,0,0
1243,1228,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608069,0,0,0,0,0,0,0,0
1244,1229,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608070,0,0,0,0,0,0,0,0
1245,1230,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608070,0,0,0,0,0,0,0,0
1246,1231,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608070,0,0,0,0,0,0,0,0
1247,1232,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608070,0,0,0,0,0,0,0,0
1248,1233,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608070,0,0,0,0,0,0,0,0
1249,1234,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608070,0,0,0,0,0,0,0,0
1250,1235,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608070,0,0,0,0,0,0,0,0
1251,1236,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608071,0,0,0,0,0,0,0,0
1252,1237,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608071,0,0,0,0,0,0,0,0
1254,1239,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608071,0,0,0,0,0,0,0,0
1255,1240,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608071,0,0,0,0,0,0,0,0
1256,1241,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608071,0,0,0,0,0,0,0,0
1257,1242,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608071,0,0,0,0,0,0,0,0
1258,1243,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608072,0,0,0,0,0,0,0,0
1259,1244,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660608072,0,0,0,0,0,0,0,0
1260,1245,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660652659,0,0,0,0,0,0,0,0
1261,1246,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660694878,0,0,0,0,0,0,0,0
1262,1247,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660694919,0,0,0,0,0,0,0,0
1263,1248,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660694942,0,0,0,0,0,0,0,0
1264,1249,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660694970,0,0,0,0,0,0,0,0
1265,1250,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660694998,0,0,0,0,0,0,0,0
1266,1251,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660695141,0,0,0,0,0,0,0,0
1267,1252,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660695163,0,0,0,0,0,0,0,0
1268,1253,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660695196,0,0,0,0,0,0,0,0
1269,1254,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660695278,0,0,0,0,0,0,0,0
1270,1255,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660695309,0,0,0,0,0,0,0,0
1271,1256,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660695410,0,0,0,0,0,0,0,0
1272,1257,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660695639,0,0,0,0,0,0,0,0
1273,1258,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660695671,0,0,0,0,0,0,0,0
1274,1259,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660718134,0,0,0,0,0,0,0,0
1275,1260,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660695714,0,0,0,0,0,0,0,0
1276,1261,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660695744,0,0,0,0,0,0,0,0
1277,1262,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660700223,0,0,0,0,0,0,0,0
1279,1264,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660704294,0,0,0,0,0,0,0,0
1280,1265,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660704437,0,0,0,0,0,0,0,0
1281,1266,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660704555,0,0,0,0,0,0,0,0
1282,1267,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660704636,0,0,0,0,0,0,0,0
1283,1268,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660704717,0,0,0,0,0,0,0,0
1284,1269,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660705692,0,0,0,0,0,0,0,0
1285,1270,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660705790,0,0,0,0,0,0,0,0
1286,1271,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660717507,0,0,0,0,0,0,0,0
1287,1272,news,Announcements,General news and announcements,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1660725117,0,0,0,0,0,0,0,0
